,Company,TypeName,Inches,Ram,OpSys,Weight,Cpu_Manufacturer,Cpu_Type,Cpu_GHz,Gpu_Manufacturer,Memory_Type,Memory_Size,Price
1216,Acer,Notebook,17.3,4,Windows 10,3.3,Intel,Corei3,2.0,Nvidia,HDD,1024.0,31861.44
1217,Lenovo,Notebook,17.3,8,No OS,2.8,Intel,Corei5,2.5,Intel,HDD,1024.0,28717.92
1218,Lenovo,Gaming,15.6,8,Windows 10,2.6,Intel,Corei7,2.6,Nvidia,HDD,1152.0,67772.16
1219,Acer,2 in 1 Convertible,14.0,8,Windows 10,1.2,Intel,Corei7,1.3,Intel,SSD,256.0,61218.72
1220,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei7,2.6,Intel,SSD,256.0,81465.12
1221,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.6,Nvidia,HDD,1152.0,78647.1408
1222,HP,Notebook,15.6,6,Windows 10,2.1,AMD,A12,2.7,AMD,HDD,1024.0,28185.12
1223,Dell,Ultrabook,12.5,8,Windows 7,1.26,Intel,Corei5,2.4,Intel,SSD,256.0,91288.3536
1224,Dell,2 in 1 Convertible,15.0,4,Windows 10,2.08,Intel,Corei3,2.4,Intel,HDD,500.0,27119.52
1225,Asus,Notebook,15.6,4,Windows 10,2.65,Intel,PentiumQuad,1.6,Intel,HDD,1024.0,16463.52
1226,Dell,Ultrabook,13.3,8,Windows 10,1.29,Intel,Corei7,2.7,Intel,SSD,256.0,78694.56
1227,Dell,Notebook,15.6,4,Linux,2.18,Intel,Corei5,2.5,Intel,HDD,1024.0,27804.7008
1228,Lenovo,Gaming,15.6,16,Windows 10,2.6,Intel,Corei7,2.6,Nvidia,HDD,1152.0,54825.12
1229,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.8,Nvidia,HDD,1152.0,61218.72
1230,Lenovo,Netbook,12.5,16,Windows 10,1.3,Intel,Corei7,2.5,Intel,SSD,512.0,87912.0
1231,Razer,Gaming,14.0,16,Windows 10,1.95,Intel,Corei7,2.8,Nvidia,SSD,1024.0,186426.72
1232,Dell,Notebook,15.6,8,Windows 10,2.3,Intel,Corei3,2.4,Intel,HDD,1024.0,24988.8528
1233,MSI,Gaming,17.3,16,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1280.0,85141.44
1234,Apple,Ultrabook,11.6,4,Mac OS X,1.08,Intel,Corei5,1.6,Intel,Storage,256.0,51095.52
1235,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.0,Intel,HDD,1024.0,25467.84
1236,HP,Ultrabook,14.0,8,Windows 7,1.54,Intel,Corei7,2.5,Intel,SSD,256.0,117119.5632
1237,Dell,Notebook,15.6,4,Windows 7,2.24,Intel,Corei5,2.3,Intel,HDD,500.0,39267.36
1238,MSI,Gaming,15.6,8,Windows 10,2.3,Intel,Corei7,2.6,Nvidia,HDD,1152.0,62284.32
1239,Lenovo,Notebook,13.3,16,Windows 10,1.4,Intel,Corei7,2.7,Intel,SSD,512.0,79866.72
1240,Lenovo,Notebook,15.6,6,Windows 10,2.2,AMD,A12,3.6,AMD,SSD,256.0,31838.5296
1241,Asus,Ultrabook,13.3,8,Windows 10,1.45,Intel,Corei7,2.5,Intel,SSD,256.0,68198.4
1242,Acer,Notebook,15.6,4,Linux,2.4,Intel,Corei3,2.0,Intel,HDD,500.0,19276.704
1243,Dell,2 in 1 Convertible,17.3,16,Windows 10,2.77,Intel,Corei7,2.7,Nvidia,SSD,512.0,95850.72
1244,HP,Notebook,14.0,4,Windows 7,1.54,Intel,Corei5,2.3,Intel,SSD,256.0,58607.46719999999
1245,Asus,Gaming,15.6,16,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1280.0,85248.0
1246,Dell,Notebook,14.0,4,Windows 10,1.6,Intel,Corei5,2.5,Intel,HDD,500.0,46620.0
1248,Lenovo,Notebook,15.6,8,No OS,2.3,Intel,Corei5,2.5,Intel,SSD,256.0,30529.44
1249,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,Intel,Corei5,1.2,Intel,SSD,256.0,96596.64
1250,Dell,Notebook,15.6,4,Linux,2.2,Intel,PentiumQuad,1.6,Intel,HDD,500.0,17262.72
1251,HP,Notebook,15.6,4,Windows 10,1.86,AMD,A6,2.5,AMD,HDD,500.0,21258.72
1252,Lenovo,Notebook,15.6,6,Windows 10,2.4,Intel,Corei3,2.3,Nvidia,SSD,128.0,30316.32
1253,Lenovo,Notebook,14.0,8,Windows 10,1.9,Intel,Corei5,2.3,Intel,SSD,256.0,57116.16
1254,Dell,Notebook,15.6,4,Windows 10,2.2,Intel,PentiumQuad,1.6,Intel,HDD,500.0,23655.7872
1255,Asus,Notebook,15.6,4,Windows 10,2.0,Intel,CeleronDual,1.1,Intel,HDD,1024.0,18061.92
1256,Asus,Gaming,17.3,16,Windows 10,4.0,Intel,Corei7,2.6,Nvidia,HDD,1152.0,101232.0
1257,Dell,Notebook,15.6,4,Windows 10,2.29,Intel,Corei3,2.0,Intel,HDD,500.0,26107.2
1258,Lenovo,Notebook,15.6,8,Windows 7,2.32,Intel,Corei7,2.5,AMD,Hybrid,1024.0,47685.6
1259,MSI,Gaming,15.6,8,Windows 10,2.4,Intel,Corei7,2.6,Nvidia,HDD,1152.0,65481.12
1260,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,Intel,Corei5,2.3,Intel,SSD,128.0,44382.7728
1261,Asus,Ultrabook,13.3,8,Windows 10,1.2,Intel,CoreM,0.9,Intel,SSD,512.0,38841.12
1262,Dell,Notebook,15.6,6,Windows 10,2.3,Intel,Corei3,2.4,Intel,HDD,1024.0,24455.52
1263,Acer,Notebook,15.6,4,Linux,2.4,Intel,CeleronDual,1.6,Intel,HDD,500.0,15397.92
1264,Dell,Notebook,15.6,2,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,20193.12
1265,Lenovo,Notebook,15.6,8,Windows 10,2.6,Intel,Corei7,2.6,Nvidia,HDD,1024.0,47898.72
1266,HP,Notebook,15.6,6,Windows 10,2.04,AMD,A9,2.9,AMD,Hybrid,1024.0,29303.4672
1267,Dell,Notebook,15.6,8,Linux,2.3,Intel,Corei7,2.7,AMD,HDD,1024.0,42943.1472
1268,HP,Netbook,11.6,2,Windows 10,1.17,Intel,CeleronDual,1.6,Intel,Storage,32.0,11135.52
1269,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,Corei7,2.5,Nvidia,HDD,500.0,38378.6496
1270,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,Intel,Corei7,2.5,Intel,SSD,128.0,33992.64
1271,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,Intel,Corei7,2.5,Intel,SSD,512.0,79866.72
1272,Lenovo,Notebook,14.0,2,Windows 10,1.5,Intel,CeleronDual,1.6,Intel,Storage,64.0,12201.12
1273,HP,Notebook,15.6,6,Windows 10,2.19,Intel,Corei7,2.5,AMD,HDD,1024.0,40705.92
1274,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,19660.32
1275,Asus,Ultrabook,13.3,8,Windows 10,1.2,Intel,CoreM,0.9,Intel,SSD,512.0,38841.12
1276,Dell,Notebook,15.6,6,Windows 10,2.3,Intel,Corei3,2.4,Intel,HDD,1024.0,24455.52
1277,Acer,Notebook,15.6,4,Linux,2.4,Intel,CeleronDual,1.6,Intel,HDD,500.0,15397.92
1278,Dell,Notebook,15.6,2,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,20193.12
1279,Lenovo,Notebook,15.6,8,Windows 10,2.6,Intel,Corei7,2.6,Nvidia,HDD,1024.0,47898.72
1280,HP,Notebook,15.6,6,Windows 10,2.04,AMD,A9,2.9,AMD,Hybrid,1024.0,29303.4672
1281,Dell,Notebook,15.6,8,Linux,2.3,Intel,Corei7,2.7,AMD,HDD,1024.0,42943.1472
1282,HP,Netbook,11.6,2,Windows 10,1.17,Intel,CeleronDual,1.6,Intel,Storage,32.0,11135.52
1283,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,Corei7,2.5,Nvidia,HDD,500.0,38378.6496
1284,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,Intel,Corei7,2.5,Intel,SSD,128.0,33992.64
1285,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,Intel,Corei7,2.5,Intel,SSD,512.0,79866.72
1286,Lenovo,Notebook,14.0,2,Windows 10,1.5,Intel,CeleronDual,1.6,Intel,Storage,64.0,12201.12
1287,HP,Notebook,15.6,6,Windows 10,2.19,Intel,Corei7,2.5,AMD,HDD,1024.0,40705.92
1288,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,19660.32
1289,Asus,Ultrabook,13.3,8,Windows 10,1.2,Intel,CoreM,0.9,Intel,SSD,512.0,38841.12
1290,Dell,Notebook,15.6,6,Windows 10,2.3,Intel,Corei3,2.4,Intel,HDD,1024.0,24455.52
1291,Acer,Notebook,15.6,4,Linux,2.4,Intel,CeleronDual,1.6,Intel,HDD,500.0,15397.92
1292,Dell,Notebook,15.6,2,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,20193.12
1293,Lenovo,Notebook,15.6,8,Windows 10,2.6,Intel,Corei7,2.6,Nvidia,HDD,1024.0,47898.72
1294,HP,Notebook,15.6,6,Windows 10,2.04,AMD,A9,2.9,AMD,Hybrid,1024.0,29303.4672
1295,Dell,Notebook,15.6,8,Linux,2.3,Intel,Corei7,2.7,AMD,HDD,1024.0,42943.1472
1296,HP,Netbook,11.6,2,Windows 10,1.17,Intel,CeleronDual,1.6,Intel,Storage,32.0,11135.52
1297,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,Corei7,2.5,Nvidia,HDD,500.0,38378.6496
1298,Lenovo,2 in 1 Convertible,14.0,4,Windows 10,1.8,Intel,Corei7,2.5,Intel,SSD,128.0,33992.64
1299,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,Intel,Corei7,2.5,Intel,SSD,512.0,79866.72
1300,Lenovo,Notebook,14.0,2,Windows 10,1.5,Intel,CeleronDual,1.6,Intel,Storage,64.0,12201.12
1301,HP,Notebook,15.6,6,Windows 10,2.19,Intel,Corei7,2.5,AMD,HDD,1024.0,40705.92
1302,Asus,Notebook,15.6,4,Windows 10,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,19660.32
